Día/Turno,Turno 1,Turno 2,Turno 3
Día 1,MATEMATICA DISCRETA 1 & MATEMATICA DISCRETA 2 & SISTEMAS OPERATIVOS & COMPORTAMIENTO MECANICO DE MATERIALES 1,GEOMETRIA Y ALGEBRA LINEAL 1 & GESTION DE CALIDAD & TRATAMIENTO BIOLOGICO DE EFLUENTES Y RESID.SOLIDOS & TRANSFERENCIA DE CALOR Y MASA 1,
Día 2,,,
Día 3,MATERIALES Y ENSAYOS & INT. A LA INGENIERIA DE SOFTWARE & TRANSFERENCIA DE CALOR 2,LOGICA & TEORIA DE LENGUAJES & SEÑALES Y SISTEMAS,"ELECTROTECNICA I & PATOLOGIA DE LAS ESTRUCTURAS & IMAGENES MEDICAS: ADQUISICION, INSTRUMENTACION Y GESTION"
Día 4,GEOMETRIA Y ALGEBRA LINEAL 2,ELEMENTOS DE MECANICA DE LOS FLUIDOS & CALIDAD DE AGUAS & ELECTRONICA DE POTENCIA,PROGRAMACION 2 & TECNOLOGIAS DE REDES Y SERVICIOS DE TELECOMUNICACIONES
Día 5,,,
Día 6,REDES ELECTRICAS,INSTRUMENTACION INDUSTRIAL & INGENIERIA BIOQUIMICA,PROGRAMACION 1 & ADMINISTRACION GENERAL PARA INGENIEROS & INGENIERIA DE LAS REACCIONES QUIMICAS 1
Día 7,MEDIDAS ELECTRICAS & FENOMENOS DE TRANSPORTE EN ING. DE PROCESOS,TECNOLOGIA DEL HORMIGON,FISICA 1 & FISICA 2
Día 8,FISICA 3 & INT. AL CONTROL INDUSTRIAL & REDES DE DATOS 2,CALCULO DIF. E INTEGRAL EN UNA VARIABLE & METALURGIA DE TRANSFORMACION & HORMIGON ESTRUCTURAL 1 & TECNOLOGIA Y SERV. INDUSTRIALES 1,
Día 9,,,
Día 10,ADMINISTRACION DE OPERACIONES & ENERGIA 2:GEN ENERG PLANTAS VAPOR Y GAS & DISEÑO DE PROCESOS QUIMICOS,CALCULO VECTORIAL,ELECTRONICA AVANZADA 2
Día 11,SUBESTACIONES EN MEDIA TENSION,PROBABILIDAD Y ESTADISTICA & INT. A LA INVESTIGACION DE OPERACIONES,ENERGIA 1- COMBUSTION
Día 12,INT. A LA MECANICA DE SUELOS & ELECTROTECNICA & DINAMICA Y CONTROL DE PROCESOS,MAQUINAS PARA FLUIDOS I & ANTENAS Y PROPAGACION,MECANICA NEWTONIANA
Día 13,ELEMENTOS DE MAQUINAS & MECANICA ESTRUCTURAL,CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES & FUNCIONES DE VARIABLE COMPLEJA & ESTRUCTURAS DE ACERO,PRINCIPIOS DE QUIMICA GENERAL & INT. A LA CIENCIA DE MATERIALES & ELASTICIDAD & TERMODINAMICA APL. A LA ING.DE PROCESOS
