"mat1","cod1","mat2","cod2","nom_periodo","cantidad"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","GEOMETRIA Y ALGEBRA LINEAL 1","1030","202001","30"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","GEOMETRIA Y ALGEBRA LINEAL 1","1030","202002","184"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","GEOMETRIA Y ALGEBRA LINEAL 1","1030","202101","50"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","GEOMETRIA Y ALGEBRA LINEAL 1","1030","202102","73"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","GEOMETRIA Y ALGEBRA LINEAL 1","1030","202201","14"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","GEOMETRIA Y ALGEBRA LINEAL 1","1030","202202","128"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","GEOMETRIA Y ALGEBRA LINEAL 1","1030","202301","49"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","GEOMETRIA Y ALGEBRA LINEAL 1","1030","202302","114"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","GEOMETRIA Y ALGEBRA LINEAL 1","1030","202401","37"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","GEOMETRIA Y ALGEBRA LINEAL 1 INTERACTIVA","GAL1P","202302","11"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","GEOMETRIA Y ALGEBRA LINEAL 2","1031","202001","188"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","GEOMETRIA Y ALGEBRA LINEAL 2","1031","202002","409"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","GEOMETRIA Y ALGEBRA LINEAL 2","1031","202101","232"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","GEOMETRIA Y ALGEBRA LINEAL 2","1031","202102","670"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","GEOMETRIA Y ALGEBRA LINEAL 2","1031","202201","167"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","GEOMETRIA Y ALGEBRA LINEAL 2","1031","202202","634"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","GEOMETRIA Y ALGEBRA LINEAL 2","1031","202301","215"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","GEOMETRIA Y ALGEBRA LINEAL 2","1031","202302","695"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","GEOMETRIA Y ALGEBRA LINEAL 2","1031","202401","335"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","GESTION DEL MANTENIMIENTO","TIM62","202002","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INICIACION A LA PROD. AUDIOVIS. Y MULTIMEDIA","2040","202201","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INICIACION A LA PROD. AUDIOVIS. Y MULTIMEDIA","2040","202202","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INICIACION A LA PROD. AUDIOVIS. Y MULTIMEDIA","2040","202301","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INICIACION AL ENTORNO DE PROGRAMACION R PARA INGENIERIA (IRPI)","1268","202302","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INSTALACIONES ELECTRICAS","5507","202202","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA CIENCIA DE LOS MATERIALES","TIM50","202001","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA CIENCIA DE LOS MATERIALES","TIM50","202202","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA CIENCIA DE LOS MATERIALES","TIM50","202301","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA CIENCIA DE MATERIALES","1723","202101","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA CIENCIA DE MATERIALES","1723","202201","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA CIENCIA DE MATERIALES","1723","202301","3"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA CIENCIA DE MATERIALES","1723","202401","3"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA CONSTRUCCION","1715","202002","3"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA CONSTRUCCION","1715","202202","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA FISICA MODERNA","1131","202201","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA INGENIERIA DE ALIMENTOS","Q49","202202","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA INGENIERIA DE ALIMENTOS","Q49","202302","4"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA INGENIERIA DE PROCESOS","Q59B","202202","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA INGENIERIA DE PROCESOS","Q59B","202302","5"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA INGENIERIA DE PRODUCCION","2416","202102","47"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA INGENIERIA DE PRODUCCION","2416","202202","40"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA INGENIERIA DE PRODUCCION","2416","202302","34"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA INGENIERIA DE SOFTWARE","1716","202101","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA INGENIERIA DE SOFTWARE","1716","202201","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA INGENIERIA DE SOFTWARE","1716","202401","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA INGENIERIA QUIMICA","Q102","202202","37"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA INGENIERIA QUIMICA","Q102","202302","26"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA ING. QUIMICA Y DE PROCESOS","Q59","202002","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA ING. QUIMICA Y DE PROCESOS","Q59","202102","3"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LA INVESTIGACIÓN DE OPERACIONES","1650","202401","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. AL ANALISIS RURAL","1611","202001","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. AL ANALISIS RURAL","1611","202201","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. AL ANALISIS RURAL","1611","202301","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. AL ANALISIS RURAL","1611","202401","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. AL MIDDLEWARE","1948","202002","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. AL NEGOCIO DEL SOFTWARE","1543","202002","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. AL NEGOCIO DEL SOFTWARE","1543","202302","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LOS MICROPROCESADORES","1513","202101","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LOS MICROPROCESADORES","1513","202301","3"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. A LOS MICROPROCESADORES","1513","202401","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INT. AL PROCESAMIENTO DE LENG. NATURAL","1828","202301","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INTEGRACION DE DATOS","1941","202302","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INTRODUCCION A LA CIENCIA DE DATOS","PA563","202101","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","INTRODUCCION A LOS PLC`S","PE51","202002","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","LABORATORIO DE MEDIDAS FISICAS","5857","202002","10"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","LABORATORIO DE MEDIDAS FISICAS","5857","202102","10"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","LABORATORIO DE MEDIDAS FISICAS","5857","202202","8"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","LABORATORIO DE MEDIDAS FÍSICAS","5862","202302","7"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","LOGICA","1027","202001","48"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","LOGICA","1027","202101","35"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","LOGICA","1027","202201","45"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","LOGICA","1027","202301","74"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","LOGICA","1027","202401","99"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATEMATICA 1","TIM20","202301","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATEMATICA 2","TIM21","202102","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATEMATICA 2","TIM21","202302","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATEMATICA DISCRETA 1","1023","202001","67"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATEMATICA DISCRETA 1","1023","202002","212"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATEMATICA DISCRETA 1","1023","202101","95"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATEMATICA DISCRETA 1","1023","202102","360"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATEMATICA DISCRETA 1","1023","202201","135"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATEMATICA DISCRETA 1","1023","202202","182"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATEMATICA DISCRETA 1","1023","202301","99"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATEMATICA DISCRETA 1","1023","202302","177"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATEMATICA DISCRETA 1","1023","202401","90"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATEMATICA DISCRETA 2","1026","202001","37"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATEMATICA DISCRETA 2","1026","202002","27"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATEMATICA DISCRETA 2","1026","202101","26"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATEMATICA DISCRETA 2","1026","202102","67"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATEMATICA DISCRETA 2","1026","202201","32"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATEMATICA DISCRETA 2","1026","202202","228"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATEMATICA DISCRETA 2","1026","202301","60"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATEMATICA DISCRETA 2","1026","202302","255"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATEMATICA DISCRETA 2","1026","202401","86"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATERIALES Y ENSAYOS","1508","202001","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATERIALES Y ENSAYOS","1508","202101","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATERIALES Y ENSAYOS","1508","202201","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MATERIALES Y ENSAYOS","1508","202301","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MECANICA NEWTONIANA","1122","202001","7"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MECANICA NEWTONIANA","1122","202101","6"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MECANICA NEWTONIANA","1122","202201","9"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MECANICA NEWTONIANA","1122","202202","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MECANICA NEWTONIANA","1122","202301","17"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MECANICA NEWTONIANA","1122","202302","14"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MECANICA NEWTONIANA","1122","202401","15"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","METALURGIA FISICA","TIM51","202102","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","METALURGIA FISICA","TIM51","202302","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","METALURGIA FISICA","TIM51","202401","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","METODOS NUMERICOS","1033","202002","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","METODOS NUMERICOS","1033","202202","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MODULO DE EXTENSION 4","1209","202102","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MODULO DE INVESTIGACION","1643","202002","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MODULO DE INVESTIGACION","TCI27","202002","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MODULO DE TALLER 1","2018","202102","3"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MODULO DE TALLER- INGENIERIA MECANICA","2030","202002","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","MODULO DE TALLER- INGENIERIA MECANICA","2030","202302","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","ORDENAMIENTO TERRITORIAL 1","2388","202102","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","ORDENAMIENTO TERRITORIAL 1","2388","202302","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","ORDENAMIENTO TERRITORIAL 2","2412","202101","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","ORDENAMIENTO TERRITORIAL 2","2412","202401","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PASANTIA (COMPUTACION)","1731","202102","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PASANTIA (COMPUTACION)","1731","202301","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PASANTIA (COMPUTACION)","1731","202401","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","POLITICAS CIENTIFICAS EN INF.Y COMP.","1225","202002","3"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","POLITICAS CIENTIFICAS EN INF.Y COMP.","1225","202102","4"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","POLITICAS CIENTIFICAS EN INF.Y COMP.","1225","202202","7"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","POLITICAS CIENTIFICAS EN INF.Y COMP.","1225","202302","5"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PRACTICA DE ADMINISTRACION PARA INGENIEROS","1945","202002","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PRACTICA DE ADMINISTRACION PARA INGENIEROS","1945","202102","4"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PRACTICA DE ADMINISTRACION PARA INGENIEROS","1945","202302","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PRINCIPIOS DE QUIMICA GENERAL","1620","202001","26"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PRINCIPIOS DE QUIMICA GENERAL","1620","202101","31"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PRINCIPIOS DE QUIMICA GENERAL","1620","202201","41"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PRINCIPIOS DE QUIMICA GENERAL","1620","202301","40"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PRINCIPIOS DE QUIMICA GENERAL","1620","202401","45"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PRINC.Y FUND.DEL PROC.PERS.DE SOFTWARE","1767","202301","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PRINC.Y FUND.DEL PROC.PERS.DE SOFTWARE","1767","202401","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROBABILIDAD Y ESTADISTICA","1025","202002","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROBABILIDAD Y ESTADISTICA","1025","202102","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROBABILIDAD Y ESTADISTICA","1025","202201","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROBABILIDAD Y ESTADISTICA","1025","202202","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROBABILIDAD Y ESTADISTICA","1025","202301","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROBABILIDAD Y ESTADISTICA","1025","202302","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROBABILIDAD Y ESTADISTICA","1025","202401","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 1","1322","202001","37"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 1","1322","202002","395"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 1","1322","202101","41"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 1","1322","202102","484"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 1","1373","202201","34"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 1","1373","202202","448"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 1","1373","202301","95"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 1","1373","202302","441"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 1","1373","202401","105"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 2","1321","202001","75"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 2","1321","202101","107"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 2","1321","202201","125"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 2","1321","202202","39"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 2","1321","202301","90"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 2","1321","202302","71"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 2","1321","202401","136"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 3","1323","202002","20"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 3","1323","202102","27"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 3","1323","202202","27"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 3","1323","202302","12"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 4","1324","202001","10"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 4","1324","202101","9"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 4","1324","202201","9"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 4","1324","202301","20"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION 4","1324","202401","19"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION FUNCIONAL","1354","202201","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION FUNCIONAL","1354","202301","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION FUNCIONAL AVANZADA","1350","202002","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION LOGICA","1340","202002","4"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION LOGICA","1340","202401","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION PARA INGENIERIA ELECTRICA","1307","202101","4"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION PARA INGENIERIA ELECTRICA","1307","202201","6"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION PARA INGENIERIA ELECTRICA","1307","202301","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROGRAMACION PARA INGENIERIA ELECTRICA","1307","202401","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROYECTO","TCI26","202002","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROYECTO DE INGENIERIA DE SOFTWARE","1721","202002","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROYECTO DE INGENIERIA DE SOFTWARE","1721","202102","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROYECTO DE INGENIERIA DE SOFTWARE","1721","202202","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","PROYECTO DE INGENIERIA DE SOFTWARE","1721","202302","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","RECUPERACION DE INF. Y RECOMEND. EN LA WEB (WIR)","1938","202002","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","RECUPERACION DE INF. Y RECOMEND. EN LA WEB (WIR)","1938","202202","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","RECUPERACION DE INF. Y RECOMEND. EN LA WEB (WIR)","1938","202401","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","REDES DE COMPUTADORAS","1446","202002","3"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","REDES DE COMPUTADORAS","1446","202102","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","REDES DE COMPUTADORAS","1446","202202","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","REDES DE COMPUTADORAS","1446","202302","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","REDES DE DATOS 1","5824","202102","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","REDES DE DATOS 1","5824","202202","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","REDES DE DATOS 1","5824","202302","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","REDES DE DATOS 2","5855","202101","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","REDES NEURONALES PARA LENGUAJE NATURAL","PC124","202302","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","REPRESENTACION GRAFICA PARA INDUSTRIAS DE PROC.","1215","202201","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","REPRESENTACION GRAFICA PARA INDUSTRIAS DE PROC.","1215","202401","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","SISTEMAS DE INFORMACION GEOGR. AVANZADO","TCI28","202002","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","SISTEMAS OPERATIVOS","1537","202001","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","SISTEMAS OPERATIVOS","1537","202101","4"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","SISTEMAS OPERATIVOS","1537","202102","4"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","SISTEMAS OPERATIVOS","1537","202201","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","SISTEMAS OPERATIVOS","1537","202202","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","SISTEMAS OPERATIVOS","1537","202301","2"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","SISTEMAS OPERATIVOS","1537","202401","5"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","TALLER","2001","202102","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","TALLER","2001","202302","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","TALLER","2001","202401","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","TALLER 1: AJUSTE Y MONTAJE","TIM10","202001","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","TALLER 1: AJUSTE Y MONTAJE","TIM10","202202","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","TALLER 1: AJUSTE Y MONTAJE","TIM10","202301","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","TALLER 2: METROLOGÍA","TIM11","202001","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","TALLER 2: METROLOGÍA","TIM11","202202","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","TALLER 2: METROLOGÍA","TIM11","202301","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","TALLER 3: MAQUINAS HERRAMIENTAS","TIM12","202001","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","TALLER 3: MAQUINAS HERRAMIENTAS","TIM12","202002","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","TALLER 3: MAQUINAS HERRAMIENTAS","TIM12","202202","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","TALLER 3: MAQUINAS HERRAMIENTAS","TIM12","202301","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","TALLER 4: MOTORES DE COMBUSTION INTERNA","TIM13","202001","1"
"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062","TALLER 4: MOTORES DE COMBUSTION INTERNA","TIM13","202202","1"
