"mat1","cod1","mat2","cod2","nom_periodo","cantidad"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","INT. A LA CIENCIA DE MATERIALES","1723","202401","1"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","INT. A LA INVESTIGACION DE OPERACIONES","1610","202001","2"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","INT. A LA INVESTIGACION DE OPERACIONES","1610","202101","1"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","INT. A LA INVESTIGACION DE OPERACIONES","1610","202201","1"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","INT. A LA INVESTIGACIÓN DE OPERACIONES","1650","202301","1"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","INT. A LA PREVENCION DE RIESGOS LABORALES","Q16","202001","17"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","INT. A LA PREVENCION DE RIESGOS LABORALES","Q16","202101","18"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","INT. A LA PREVENCION DE RIESGOS LABORALES","Q16","202201","22"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","INT. A LA PREVENCION DE RIESGOS LABORALES","Q16","202301","23"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","INT. A LA PREVENCION DE RIESGOS LABORALES","Q16","202401","29"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","LOGICA","1027","202101","1"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","MATEMATICA DISCRETA 1","1023","202001","1"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","MATEMATICA DISCRETA 1","1023","202301","1"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","MATEMATICA DISCRETA 2","1026","202301","1"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","MECANICA NEWTONIANA","1122","202201","2"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","MODELOS ESTADISTICOS PARA CLASIF. Y REGRESION","1868","202201","8"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","OPTIMIZACION BAJO INCERTIDUMBRE","1632","202201","6"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","PASANTIA","2098","202001","4"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","PASANTIA","2098","202101","4"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","PASANTIA","2098","202201","2"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","PASANTIA","2098","202301","5"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","PASANTIA","2098","202401","7"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","PLAN. ESTRAT. Y ESTRATEGIA COMPETITIVA","2391","202001","9"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","PLAN. ESTRAT. Y ESTRATEGIA COMPETITIVA","2391","202101","9"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","PLAN. ESTRAT. Y ESTRATEGIA COMPETITIVA","2391","202401","6"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","PROGRAMACION 1","1373","202201","1"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","PROGRAMACION 1","1373","202301","1"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","PROGRAMACION 2","1321","202101","1"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","PROGRAMACION 2","1321","202401","1"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","PROYECTO","2099","202001","14"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","PROYECTO","2099","202101","8"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","PROYECTO","2099","202201","9"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","PROYECTO","2099","202301","5"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","TALLER DE DISEÑO, COM. Y REPRES. GRAFICA","1220","202001","1"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","TALLER DE REPRESENTACION Y COMUNICACION GRAFICA_MODULO A","1266","202401","2"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","TECNICAS DE DESCOMPOSICION EN PROGRAMACION MATEMATICA","2398","202401","6"
"FUNDAMENTOS DE INGENIERIA DE SOFTWARE","3334","TUTORIAS ENTRE PARES 1","2216","202101","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","FUNDAMENTOS DE LA WEB SEMANTICA","1942","202001","3"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","FUNDAMENTOS DE LA WEB SEMANTICA","1942","202101","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","FUNDAMENTOS DE OPTIMIZACION","1871","202101","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","FUNDAMENTOS DE OPTIMIZACION","1871","202301","2"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","FUNDAMENTOS DE OPTIMIZACION","1871","202401","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","FUNDAMENTOS DE PROGRAMACION ENTERA","1631","202301","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","FUNDAMENTOS DE SEGURIDAD INFORMATICA","5916","202001","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","FUNDAMENTOS DE SEGURIDAD INFORMATICA","5916","202101","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","FUNDAMENTOS DE SEGURIDAD INFORMATICA","5916","202201","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","FUNDAMENTOS DE SEGURIDAD INFORMATICA","5916","202301","4"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","FUNDAMENTOS DE SEGURIDAD INFORMATICA","5916","202401","4"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","GRAMATICAS FORMALES PARA EL LENG.NATURAL","1835","202101","4"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","HERRAMIENTAS P/EL DISEÑO Y ANALISIS DE REDES DE TRANSP.URB DE PASAJEROS","3207","202401","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","INSTRUMENTACION INDUSTRIAL","2706","202101","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","INT. A LA COMPUTACION GRAFICA","1316","202001","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","INT. A LA COMPUTACION GRAFICA","1316","202201","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","INT. A LA COMPUTACION GRAFICA","1316","202301","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","INT. A LA COMPUTACION GRAFICA","1316","202401","2"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","INT. A LA INGENIERIA DE SOFTWARE","1716","202001","2"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","INT. A LA INGENIERIA DE SOFTWARE","1716","202101","5"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","INT. A LA INGENIERIA DE SOFTWARE","1716","202401","2"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","INT. A LA INVESTIGACION DE OPERACIONES","1610","202001","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","INT. A LA INVESTIGACION DE OPERACIONES","1610","202101","5"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","INT. A LA INVESTIGACIÓN DE OPERACIONES","1650","202401","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","INT. A LA TEORIA DE LA INFORMACION","1450","202401","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","INT. AL PROCESAMIENTO DE LENG. NATURAL","1828","202301","2"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","INTERACCION PERSONA COMPUTADORA","1749","202001","2"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","INTERACCION PERSONA COMPUTADORA","1749","202101","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","MATEMATICA DISCRETA 1","1023","202001","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","MATEMATICA DISCRETA 1","1023","202401","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","MECANICA NEWTONIANA","1122","202301","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","MEDIDAS ELECTRICAS","1461","202301","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","MEDIDAS ELECTRICAS","1461","202401","3"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","METODOS MONTECARLO","1057","202101","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","MODULO DE EXTENSION 4","1209","202401","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","MODULO DE TALLER 1","2018","202001","2"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","MODULO DE TALLER 2","2020","202001","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","PASANTIA (COMPUTACION)","1731","202001","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","PASANTIA (COMPUTACION)","1731","202101","2"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","PASANTIA (ELECTRICA)","2011","202101","2"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","PRINC.Y FUND.DEL PROC.PERS.DE SOFTWARE","1767","202201","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","PROBABILIDAD Y ESTADISTICA","1025","202001","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","PROGRAMACION 2","1321","202201","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","PROGRAMACION 4","1324","202101","3"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","PROGRAMACION 4","1324","202201","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","PROGRAMACION 4","1324","202301","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","PROGRAMACION FUNCIONAL","1354","202001","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","PROGRAMACION FUNCIONAL","1354","202101","5"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","PROGRAMACION FUNCIONAL","1354","202201","2"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","PROGRAMACION LOGICA","1340","202101","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","PROGRAMACION LOGICA","1340","202401","3"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","PROGRAMACIÓN MASIVAMENTE PARALELA EN PROCESADORES GRÁFICOS (GPUS)","1898","202401","2"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","PROYECTO DE GRADO","1730","202101","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","PROYECTO DE GRADO","1730","202301","2"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","PROYECTO (ING.ELEC.)","2013","202001","2"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","PROYECTO (ING.ELEC.)","2013","202101","2"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","RECUPERACION DE INF. Y RECOMEND. EN LA WEB (WIR)","1938","202401","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","REDES DE DATOS 2","5855","202101","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","REDES DE DATOS 2","5855","202301","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","REDES DE DATOS 2","5855","202401","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","REDES ELECTRICAS","5508","202301","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","RELACIONES PERSONALES EN ING. DE SOFT. Y GER. DE PROY.","1758","202201","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","SEÑALES Y SISTEMAS","1457","202401","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","SISTEMAS DE INFORMACION PARA EL ANALISIS DE GRANDES VOLUMENES DE DATOS","1781","202001","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","SISTEMAS DE INFORMACION PARA EL ANALISIS DE GRANDES VOLUMENES DE DATOS","1781","202301","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","SISTEMAS DE INFORMACION PARA EL ANALISIS DE GRANDES VOLUMENES DE DATOS","1781","202401","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","SISTEMAS EMBEBIDOS PARA TIEMPO REAL","1556","202001","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","SISTEMAS EMBEBIDOS PARA TIEMPO REAL","1556","202101","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","SISTEMAS EMBEBIDOS PARA TIEMPO REAL","1556","202401","6"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","SISTEMAS OPERATIVOS","1537","202001","2"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","SISTEMAS OPERATIVOS","1537","202101","3"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","SISTEMAS OPERATIVOS","1537","202201","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","SISTEMAS OPERATIVOS","1537","202301","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","SISTEMAS OPERATIVOS","1537","202401","2"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","TALLER DE APRENDIZAJE AUTOMATICO","5853","202201","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","TALLER DE APRENDIZAJE AUTOMATICO","5720","202301","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","TALLER DE APRENDIZAJE AUTOMATICO","5720","202401","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","TALLER DE EVALUACION DE TECNOLOGIAS DE LA INF.","1774","202001","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","TALLER DE MAQUINAS ELECTRICAS","5603","202301","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","TALLER DE SIST. DE INF. GEO. EMPRES.","1776","202001","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","TALLER DE SIST. DE INF. GEO. EMPRES.","1776","202301","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","TALLER DE SISTEMAS CIBER-FISICOS","1952","202201","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","TALLER DE SISTEMAS CIBER-FISICOS","1952","202401","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","TALLER DE SISTEMAS EMPRESARIALES","1775","202201","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","TALLER DE SISTEMAS EMPRESARIALES","1775","202301","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","TEORIA DE LENGUAJES","1325","202101","3"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","TEORIA DE LENGUAJES","1325","202201","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","TEORIA DE LENGUAJES","1325","202301","1"
"FUNDAMENTOS DE LA ROBOTICA AUTONOMA","1857","TEORIA DE LENGUAJES","1325","202401","1"
"FUNDAMENTOS DE LA ROBÓTICA AUTÓNOMA","TI42","INGLES TECNICO 1 (ACT.COMPL.1)","TI04","202101","1"
"FUNDAMENTOS DE LA ROBÓTICA AUTÓNOMA","TI42","INT. AL TESTING FUNCIONAL","TI43","202001","1"
"FUNDAMENTOS DE LA ROBÓTICA AUTÓNOMA","TI42","INT. AL TESTING FUNCIONAL","TI43","202101","3"
"FUNDAMENTOS DE LA ROBÓTICA AUTÓNOMA","TI42","MATEMATICA","TI03","202001","1"
"FUNDAMENTOS DE LA ROBÓTICA AUTÓNOMA","TI42","MATEMATICA","TI03","202101","2"
"FUNDAMENTOS DE LA ROBÓTICA AUTÓNOMA","TI42","PASANTIA LABORAL","TI21","202001","2"
"FUNDAMENTOS DE LA ROBÓTICA AUTÓNOMA","TI42","PROYECTO","TI27","202101","1"
"FUNDAMENTOS DE LA ROBÓTICA AUTÓNOMA","TI42","TALLER DE APLICACIONES DE INTERNET RICAS","TI25","202101","1"
"FUNDAMENTOS DE LA ROBÓTICA AUTÓNOMA","TI42","TALLER DE SIST.DE INF.GEOGRAFICA","TI29","202101","1"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","FUNDAMENTOS DE OPTIMIZACION","1871","202301","27"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","FUNDAMENTOS DE OPTIMIZACION","1871","202401","6"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","FUNDAMENTOS DE PROGRAMACION ENTERA","1631","202101","2"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","FUNDAMENTOS DE PROGRAMACION ENTERA","1631","202301","1"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","FUNDAMENTOS DE SEGURIDAD INFORMATICA","5916","202201","9"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","FUNDAMENTOS DE SEGURIDAD INFORMATICA","5916","202301","9"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","FUNDAMENTOS DE SEGURIDAD INFORMATICA","5916","202401","6"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","GEOMETRIA Y ALGEBRA LINEAL 2","1031","202101","1"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","GEOMETRIA Y ALGEBRA LINEAL 2","1031","202301","2"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","GEOMETRIA Y ALGEBRA LINEAL 2","1031","202401","1"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","GRAMATICAS FORMALES PARA EL LENG.NATURAL","1835","202101","4"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","GRAMATICAS FORMALES PARA EL LENG.NATURAL","1835","202201","3"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","HERRAMIENTAS P/EL DISEÑO Y ANALISIS DE REDES DE TRANSP.URB DE PASAJEROS","3207","202401","5"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","INICIACION A LA PROD. AUDIOVIS. Y MULTIMEDIA","2040","202301","1"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","INT. A LA COMPUTACION GRAFICA","1316","202001","1"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","INT. A LA COMPUTACION GRAFICA","1316","202101","2"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","INT. A LA COMPUTACION GRAFICA","1316","202201","3"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","INT. A LA COMPUTACION GRAFICA","1316","202301","2"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","INT. A LA COMPUTACION GRAFICA","1316","202401","4"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","INT. A LA INGENIERIA DE SOFTWARE","1716","202001","2"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","INT. A LA INVESTIGACION DE OPERACIONES","1610","202001","3"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","INT. A LA INVESTIGACION DE OPERACIONES","1610","202101","7"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","INT. A LA INVESTIGACION DE OPERACIONES","1610","202201","3"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","INT. A LA INVESTIGACIÓN DE OPERACIONES","1650","202301","10"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","INT. A LA INVESTIGACIÓN DE OPERACIONES","1650","202401","3"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","INT. A LA TEORIA DE LA INFORMACION","1450","202301","4"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","INT. AL PROCESAMIENTO DE LENG. NATURAL","1828","202301","14"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","INTERACCION PERSONA COMPUTADORA","1749","202001","9"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","INTERACCION PERSONA COMPUTADORA","1749","202101","9"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","MATEMATICA DISCRETA 2","1026","202201","1"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","MATEMATICA DISCRETA 2","1026","202301","1"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","METODOS MONTECARLO","1057","202201","3"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","METODOS MONTECARLO","1057","202301","5"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PASANTIA (COMPUTACION)","1731","202001","4"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PASANTIA (COMPUTACION)","1731","202101","8"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PASANTIA (COMPUTACION)","1731","202201","7"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PASANTIA (COMPUTACION)","1731","202301","8"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PASANTIA (COMPUTACION)","1731","202401","7"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PLANIFICACION DE CLASES: DISEÑO DE UNID.DIDACT.","1213","202301","1"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PRINC.Y FUND.DEL PROC.PERS.DE SOFTWARE","1767","202101","2"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PRINC.Y FUND.DEL PROC.PERS.DE SOFTWARE","1767","202201","5"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PRINC.Y FUND.DEL PROC.PERS.DE SOFTWARE","1767","202301","6"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PRINC.Y FUND.DEL PROC.PERS.DE SOFTWARE","1767","202401","3"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PROBABILIDAD Y ESTADISTICA","1025","202101","2"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PROBABILIDAD Y ESTADISTICA","1025","202201","2"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PROBABILIDAD Y ESTADISTICA","1025","202301","2"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PROGRAMACION FUNCIONAL","1354","202001","6"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PROGRAMACION FUNCIONAL","1354","202101","3"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PROGRAMACION FUNCIONAL","1354","202201","4"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PROGRAMACION FUNCIONAL","1354","202301","20"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PROGRAMACION LOGICA","1340","202101","7"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PROGRAMACION LOGICA","1340","202201","6"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PROGRAMACION LOGICA","1340","202301","10"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PROGRAMACION LOGICA","1340","202401","15"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PROYECTO DE GRADO","1730","202001","6"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PROYECTO DE GRADO","1730","202101","1"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PROYECTO DE GRADO","1730","202201","2"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","PROYECTO DE GRADO","1730","202301","4"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","RECUPERACION DE INF. Y RECOMEND. EN LA WEB (WIR)","1938","202401","12"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","RELACIONES PERSONALES EN ING. DE SOFT. Y GER. DE PROY.","1758","202001","5"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","RELACIONES PERSONALES EN ING. DE SOFT. Y GER. DE PROY.","1758","202101","6"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","RELACIONES PERSONALES EN ING. DE SOFT. Y GER. DE PROY.","1758","202201","3"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","RELACIONES PERSONALES EN ING. DE SOFT. Y GER. DE PROY.","1758","202301","10"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","RELACIONES PERSONALES EN ING. DE SOFT. Y GER. DE PROY.","1758","202401","13"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","SISTEMAS DE INFORMACION EN SALUD","1937","202101","2"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","SISTEMAS DE INFORMACION EN SALUD","1937","202201","2"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","SISTEMAS DE INFORMACION PARA EL ANALISIS DE GRANDES VOLUMENES DE DATOS","1781","202001","3"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","SISTEMAS DE INFORMACION PARA EL ANALISIS DE GRANDES VOLUMENES DE DATOS","1781","202101","9"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","SISTEMAS DE INFORMACION PARA EL ANALISIS DE GRANDES VOLUMENES DE DATOS","1781","202301","9"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","SISTEMAS DE INFORMACION PARA EL ANALISIS DE GRANDES VOLUMENES DE DATOS","1781","202401","4"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","SISTEMAS OPERATIVOS","1537","202001","2"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","SISTEMAS OPERATIVOS","1537","202101","7"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","SISTEMAS OPERATIVOS","1537","202201","5"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","SISTEMAS OPERATIVOS","1537","202301","11"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","SISTEMAS OPERATIVOS","1537","202401","7"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","TALLER DE EVALUACION DE TECNOLOGIAS DE LA INF.","1774","202001","6"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","TALLER DE EVALUACION DE TECNOLOGIAS DE LA INF.","1774","202201","9"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","TALLER DE EVALUACION DE TECNOLOGIAS DE LA INF.","1774","202401","16"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","TALLER DE GEST.Y TEC.PROC.NEGOCIO (TBPM)","1766","202101","3"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","TALLER DE GEST.Y TEC.PROC.NEGOCIO (TBPM)","1766","202401","2"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","TALLER DE ROBOTICA EDUCATIVA","1780","202001","2"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","TALLER DE ROBOTICA EDUCATIVA","1780","202101","1"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","TALLER DE ROBOTICA EDUCATIVA","1780","202301","1"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","TALLER DE SIST. DE INF. GEO. EMPRES.","1776","202001","11"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","TALLER DE SIST. DE INF. GEO. EMPRES.","1776","202101","3"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","TALLER DE SIST. DE INF. GEO. EMPRES.","1776","202201","1"
"FUNDAMENTOS DE LA WEB SEMANTICA","1942","TALLER DE SIST. DE INF. GEO. EMPRES.","1776","202301","12"
