"codenservicio_mat","nombre_mat","fecha_inicio","cantidad"
"PA610","EVALUACION SENSORIAL APLICADA AL DESARROLLO DE PRODUCTOS","2023-08-01","1"
"PA632","INGENIERIA DE SOFTWARE BASADA EN EVIDENCIAS Y REVISIONES SISTEMATICAS","2023-08-01","2"
"PA650","OPTIMIZACIÓN CONTINUA Y APLICACIONES (OCA)","2023-08-01","9"
"PA651","MORFODINÁMICA DE SISTEMAS FLUVIALES Y COSTEROS","2023-08-01","1"
"PA689","CENTRO DE ENSAYOS DE SOFTWARE: TALLER DE TESTING FUNCIONAL","2023-08-01","6"
"PA761","INTRODUCCION A LA CORROSION DEL HORMIGON ARMADO","2023-08-01","4"
"PC07","CALIDAD DE DATOS E INFORMACIÓN","2023-08-01","2"
"PC124","REDES NEURONALES PARA LENGUAJE NATURAL","2023-08-01","6"
"PC137","CENTRO DE ENSAYOS DE SOFTWARE: TALLER DE TESTING DE PERFORMANCE","2023-08-01","7"
"PC138","CENTRO DE ENSAYOS DE SOFTWARE: INTROD. A LA AUTOMATIZACION DEL TESTING FUNCIONAL","2023-08-01","39"
"PC149","CENTRO DE ENSAYOS DE SOFTWARE: DOCUMENTACION Y REPORTES","2023-08-01","101"
"PC166","CENTRO DE ENSAYOS DE SOFTWARE: METODOLOGIA Y GESTION DEL TESTING 2","2023-08-01","4"
"PC169","SIMULACIÓN A EVENTOS DISCRETOS","2023-08-01","2"
"PC170","TALLER DE SISTEMAS CIBER-FÍSICOS","2023-08-01","2"
"PC201","CENTRO DE ENSAYOS DE SOFTWARE: TALLER DE AUTOMATIZACION DEL TESTING FUNCIONAL","2023-08-01","25"
"PE033","INGENIERÍA CLÍNICA","2023-08-01","1"
"PE034","DISEÑO DE SISTEMAS MÉDICOS IMPLANTABLES ACTIVOS","2023-08-01","1"
"PE345","LA LUZ Y LA ARQUITECTURA","2023-08-01","7"
"PE447","RECUPERACION DE INFORMACION Y RECOMENDACIONES EN LA WEB (WEBIR)","2023-08-01","1"
"PE475","PLANIFICACION DE LA EXPANSION DE LA GENERACION DE SISTEMAS ELECTRICOS","2023-08-01","7"
"PES12","TOPICOS AVANZADOS DE PUENTES","2023-08-01","13"
"PES14","ESTABILIZACION DE SUELOS","2023-08-01","1"
"PES15","MECANICA DE PAVIMENTOS","2023-08-01","2"
"PES8","DINÁMICA DE ESTRUCTURAS","2023-08-01","3"
"PES9","FUNDAMENTOS DE ACÚSTICA","2023-08-01","2"
"PI12","SIMULACION DINAMICA DE AEROGENERADORES","2023-08-01","5"
"PM110","APRENDIZAJE AUTOMATICO PARA DATOS EN GRAFOS","2023-08-01","16"
"PM60","ESTADISTICA MULTIVARIADA COMPUTACIONAL","2023-08-01","10"
"PM75","COGENERACION","2023-08-01","6"
"PA370","APRENDIZAJE AUTOMATICO","2023-08-07","20"
"PA464","APLICACION PRACTICA DE DISEÑO Y ENSAYOS DE PROTECCION DE LOS SISTEMAS ELECTRICOS","2023-08-07","1"
"PC147","GESTION DE LA SEGURIDAD DE LA INFORMACION","2023-08-07","25"
"PC205","BASES DE DATOS Y SISTEMAS DE INFORMACION","2023-08-07","2"
"EP21","MÉTODOS DE ANÁLISIS ESPACIAL APLICADOS A LA AVALUACIÓN INMOBILIARIA","2023-08-08","9"
"PA312","MULTIMEDIA SOBRE IP","2023-08-08","1"
"PA110","EFICIENCIA ENERGETICA","2023-08-09","5"
"PA665","TRANSFORMACION MECANICA DE LA MADERA","2023-08-14","8"
"PC204","INGENIERIA ONTOLOGICA","2023-08-14","1"
"PA136","INGENIERIA Y DESARROLLO","2023-08-15","8"
"PM09","ANALISIS ESTADISTICO DE EVENTOS EXTREMOS","2023-08-18","5"
"PA451","APRENDIZAJE AUTOMATICO APLICADO","2023-08-21","8"
"PM86","MODELADO Y OPTIMIZACION","2023-08-21","2"
"EP22","CONTROLADORES LOGICOS PROGRAMABLES (PLCS)","2023-08-28","1"
"PA94","INTRODUCCION AL DISEÑO DE REACTORES","2023-08-29","3"
"PEM01","PRODUCTOS ESTRUCTURALES DE MADERA","2023-08-29","9"
"PA634","PGT_TD TRANSFORMACION DIGITAL","2023-09-01","6"
"PA641","EDICIÓN DE TESIS Y ARTÍCULOS USANDO LATEX","2023-09-01","11"
"PA686","CENTRO DE ENSAYOS DE SOFTWARE: INTRODUCCION AL TESTING FUNCIONAL","2023-09-01","54"
"PA74","DESINFECCIÓN DE AGUAS","2023-09-01","21"
"PC164","CENTRO DE ENSAYOS DE SOFTWARE: INFORMACION PARA LA TOMA DE DECISIONES","2023-09-01","4"
"PC206","IAIA - INTELIGENCIA ARTIFICIAL PARA INCLUSION Y ACCESIBILIDAD","2023-09-01","8"
"PE501","PROPAGACION EN ENTORNOS URBANOS","2023-09-01","3"
"PQ010","TÓPICO DE SEPARACIÓN EN INGENIERÍA DE PROCESOS","2023-09-01","8"
"AC36","INSPECCIÓN DE GENERADORES DE VAPOR","2023-09-04","8"
"PA159","CALIDAD DE ENERGIA: CONCEPTOS Y HERRAMIENTAS PARA SU ABORDAJE","2023-09-04","1"
"PA683","ESTRUCTURA Y QUIMICA DE LA MADERA","2023-09-04","19"
"PQ74","HIDRÓGENO VERDE: PRODUCCIÓN Y USOS","2023-09-04","44"
"PES13","PETROGRAFIA EN HORMIGON Y SU IMP EN LA DETEC DE PATOL. EST. DE REACCION ALC-SIL","2023-09-11","9"
"PA279","HERRAMIENTAS DE REPRESENTACION TIEMPO - FRECUENCIA","2023-09-12","1"
"PE530","DISEÑO DE ANTENAS","2023-09-13","3"
"EP15","PROCESAMIENTO DE RESULTADOS DE VUELOS VANT (VEHÍCULO AÉREO NO TRIPULADO)","2023-09-21","9"
"PE352","SEMINARIO SOBRE ENCUENTROS ENTRE ARTE Y TECNOLOGIAS","2023-09-27","1"
"1267","TALLER REPR. Y COM. GRAFICA - MODULO_CIVIL","2023-09-28","11"
"1269","TALLER DE REPRESENTACION Y COMUNICACION GRAFICA_MODULO B","2023-09-28","29"
"PQ04","ANALISIS DE ALIMENTOS AVANZADO (TEORICO)","2023-09-28","4"
"2216","TUTORIAS ENTRE PARES 1","2023-10-01","1"
"2217","TUTORIAS ENTRE PARES 2","2023-10-01","1"
"PES16","METODOS DE DESCOMPOSICION DE DOMINIOS","2023-10-01","1"
"EP7","CENTRO DE ENSAYOS DE SOFTWARE: TESTING DE WEB SERVICES","2023-10-02","1"
"PA128","FISICOQUIMICA DE SISTEMAS LIPIDICOS - CURSO TEORICO","2023-10-02","2"
"PA441","ANALISIS MULTIVARIADO COMPUTACIONAL","2023-10-02","8"
"PA635","CENTRO DE ENSAYOS DE SOFTWARE: INTRODUCCIÓN A LAS BASES DE DATOS PARA TESTERS","2023-10-02","17"
"PA640","POLITICAS ENERGETICAS","2023-10-02","14"
"PC138","CENTRO DE ENSAYOS DE SOFTWARE: INTROD. A LA AUTOMATIZACION DEL TESTING FUNCIONAL","2023-10-02","80"
"PC158","CENTRO DE ENSAYOS DE SOFTWARE: PROYECTO EN TESTING DE SOFTWARE","2023-10-02","3"
"PC202","COMPUTACION EN LA NUBE CON VIRTUALIZACION LIVIANA (KUBERNETES)","2023-10-02","6"
"PC233","CENTRO DE ENSAYOS DE SOFTWARE: METODOLOGIA Y GESTION DEL TESTING I","2023-10-02","29"
"PE293","INTRODUCCION A LOS MERCADOS DE ENERGIA ELECTRICA","2023-10-02","14"
"PA04","EVALUACION DEL IMPACTO AMBIENTAL","2023-10-03","21"
"EP19","LA LUZ Y EL ESPACIO EXTERIOR","2023-10-05","8"
"PC207","CRIPTOGRAFIA APLICADA","2023-10-05","17"
"PA624","BIORREFINERIA- COMBUSTIBLES Y PROD. QCOS. A PARTIR DE BIOMASA VIA FERMENTACION","2023-10-09","9"
"PIM01","SISTEMAS DE ALMACENAMIENTO DE ENERGIA","2023-10-09","1"
"PQ73","BATERÍAS APLICADAS A LA MOVILIDAD ELÉCTRICA","2023-10-09","16"
"PA688","PROCESOS DE LA LINEA DE FIBRA EN PLANTA DE CELULOSA","2023-10-10","14"
"PMF4","TRANSITORIOS HIDRAULICOS EN TUBERIAS A PRESION","2023-10-10","9"
"PE407","ENERGIA SOLAR FOTOVOLTAICA","2023-10-19","4"
"PA645","DINÁMICA DE INTERFACES: DISPERSIÓN, FLOCULACIÓN Y FLOTACIÓN","2023-10-24","4"
"PQ06","DISEÑO DE EXPERIMENTOS PARA LA INVESTIGACION","2023-10-24","11"
"PA609","TECNOLOGIAS DE REVALORIZACION DE RESIDUOS Y SUBPRODUCTOS AGROALIMENTARIOS","2023-10-25","6"
"PA635","CENTRO DE ENSAYOS DE SOFTWARE: INTRODUCCIÓN A LAS BASES DE DATOS PARA TESTERS","2023-11-01","39"
"PG86","FILOSOFIA Y METODOLOGIA LEAN EN LA PRACTICA ACTUAL","2023-11-01","8"
"PA566","REDES NEURONALES GENERATIVAS PROFUNDAS: FUNDAMENTOS Y RESOLUCION DE PROBLEMAS","2023-11-13","13"
"PA617","DISEÑO Y CALCULO ESTRUCTURAL CON MADERA SEGUN EL METODO DE LOS ESTADOS LIMITE","2023-11-13","9"
"PC203","CONCEPTOS Y HERRAMIENTAS PARA LA RESOLUCION DE PROB. DE OPTIMIZ. MULTIOBJETIVO","2023-12-01","6"
"2120","MÓDULO DE EXTENSIÓN","2023-12-04","1"
"PA338","FUNDAMENTOS DE INFORMATICA URBANA: ANALISIS Y PROCESAMIENTO DE DATOS","2023-12-04","14"
"EP11","ASPECTOS NORMATIVOS QUE REGULAN LAS SERVIDUMBRES","2023-12-07","23"
"2032","MODULO DE EXTENSION- INGENIERIA MECANICA","2024-01-01","9"
"2018","MODULO DE TALLER 1","2024-02-01","3"
"EP5","CENTRO DE ENSAYOS DE SOFTWARE: TÉCNICAS DE TESTING FUNCIONAL 1","2024-02-01","39"
"EP8","CENTRO DE ENSAYOS DE SOFTWARE: PROGRAMA DE DESARROLLO DE CARRERA LABORAL","2024-02-01","34"
"PC201","CENTRO DE ENSAYOS DE SOFTWARE: TALLER DE AUTOMATIZACION DEL TESTING FUNCIONAL","2024-02-01","1"
"EP36","CENTRO DE ENSAYOS DE SOFTWARE: TESTING FUNCIONAL MANUAL","2024-02-06","15"
"5849","ESTIMACION Y PREDICCION EN SERIES TEMPORALES","2024-02-19","24"
"A88","PASANTIA-TRABAJO PRACTICO DE GRADO,MOD.1","2024-02-19","6"
"PA589","HACIA UNA GESTION SOSTENIBLE DEL AGUA Y EL AMBIENTE","2024-02-19","10"
"PC130","TECNICAS AVANZADAS DE MODELADO Y SIMULACION","2024-02-20","12"
"PQ07","SEGURIDAD DEL HIDROGENO","2024-02-26","18"
"2011","PASANTIA (ELECTRICA)","2024-03-01","18"
"EP32","GESTION DE PROYECTOS","2024-03-01","11"
"EP33","INTRODUCCION A LOS SISTEMAS DE PROTECCION DE SISTEMAS ELECTRICOS DE POTENCIA","2024-03-01","3"
"EP34","REDES ELECTRICAS","2024-03-01","3"
"EP4","CENTRO DE ENSAYOS DE SOFTWARE: INTRODUCCIÓN AL TESTING","2024-03-01","90"
"PA458","METODO DE ELEMENTOS FINITOS","2024-03-01","2"
"PA695","DISEÑO DE CIRCUITOS PARA INSTRUMENTACION ELECTRONICA","2024-03-01","3"
"PC01","ANALISIS DE REDES DE TRANSPORTE URBANO","2024-03-01","5"
"PC128","DIDACTICA DE ALGORITMOS, ESTRUCTURAS DE DATOS Y PROGRAMAS","2024-03-01","2"
"PE030","ESTIMACIÓN Y PREDICCIÓN EN SERIES TEMPORALES","2024-03-01","10"
"PE195","SISTEMAS DE CONTROL EN TIEMPO DISCRETO","2024-03-01","1"
"PE457","TRATAMIENTO DE IMAGENES POR COMPUTADORA","2024-03-01","5"
"PE502","TECNOLOGIAS PARA LA INTERNET DE LAS COSAS","2024-03-01","3"
"PES01","GEOFISICA APLICADA: ESTUDIO DE CASOS EN URUGUAY","2024-03-01","3"
"1023","MATEMATICA DISCRETA 1","2024-03-04","1510"
"1025","PROBABILIDAD Y ESTADISTICA","2024-03-04","591"
"1026","MATEMATICA DISCRETA 2","2024-03-04","347"
"1027","LOGICA","2024-03-04","656"
"1030","GEOMETRIA Y ALGEBRA LINEAL 1","2024-03-04","1373"
"1031","GEOMETRIA Y ALGEBRA LINEAL 2","2024-03-04","803"
"1061","CALCULO DIF. E INTEGRAL EN UNA VARIABLE","2024-03-04","1407"
"1062","CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","2024-03-04","685"
"1063","CALCULO VECTORIAL","2024-03-04","343"
"1066","FUNCIONES DE VARIABLE COMPLEJA","2024-03-04","131"
"1122","MECANICA NEWTONIANA","2024-03-04","320"
"1131","INT. A LA FISICA MODERNA","2024-03-04","30"
"1151","FISICA 1","2024-03-04","1158"
"1152","FISICA 2","2024-03-04","240"
"1153","FISICA 3","2024-03-04","303"
"1154","FISICA EXPERIMENTAL 1","2024-03-04","271"
"1208","MODULO DE EXTENSION 2","2024-03-04","2"
"1209","MODULO DE EXTENSION 4","2024-03-04","2"
"1215","REPRESENTACION GRAFICA PARA INDUSTRIAS DE PROC.","2024-03-04","22"
"1266","TALLER DE REPRESENTACION Y COMUNICACION GRAFICA_MODULO A","2024-03-04","172"
"1307","PROGRAMACION PARA INGENIERIA ELECTRICA","2024-03-04","73"
"1316","INT. A LA COMPUTACION GRAFICA","2024-03-04","54"
"1321","PROGRAMACION 2","2024-03-04","589"
"1324","PROGRAMACION 4","2024-03-04","389"
"1325","TEORIA DE LENGUAJES","2024-03-04","292"
"1340","PROGRAMACION LOGICA","2024-03-04","165"
"1347","CONST.FORMAL DE PROGR.EN TEORIA DE TIPOS","2024-03-04","11"
"1353","DIDACTICA DE ALGORIT.Y ESTRUCT.DE DATOS","2024-03-04","38"
"1359","TALLER DE DATOS ESPAC.Y SIST.DE INF.GEO.","2024-03-04","23"
"1373","PROGRAMACION 1","2024-03-04","1307"
"1419","GEODESIA 3","2024-03-04","11"
"1434","COMPUTACION DE ALTA PERFORMANCE","2024-03-04","31"
"1450","INT. A LA TEORIA DE LA INFORMACION","2024-03-04","48"
"1457","SEÑALES Y SISTEMAS","2024-03-04","89"
"1461","MEDIDAS ELECTRICAS","2024-03-04","55"
"1462","COMUNICACIONES DIGITALES","2024-03-04","24"
"1464","GEODESIA GEOMETRICA","2024-03-04","22"
"1465","TOPOGRAFIA PLANIMETRICA","2024-03-04","37"
"1508","MATERIALES Y ENSAYOS","2024-03-04","60"
"1513","INT. A LOS MICROPROCESADORES","2024-03-04","73"
"1524","TOPOGRAFIA 3","2024-03-04","5"
"1534","DISEÑO LOGICO 2","2024-03-04","21"
"1537","SISTEMAS OPERATIVOS","2024-03-04","340"
"1539","GESTION DE LOS RRHH. EN LA PROD. DE BIENES Y SERV.","2024-03-04","48"
"1556","SISTEMAS EMBEBIDOS PARA TIEMPO REAL","2024-03-04","34"
"1611","INT. AL ANALISIS RURAL","2024-03-04","17"
"1620","PRINCIPIOS DE QUIMICA GENERAL","2024-03-04","310"
"1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","2024-03-04","511"
"1700","PROCEDIMIENTOS CONST.PARA ESTRUCTURAS","2024-03-04","33"
"1716","INT. A LA INGENIERIA DE SOFTWARE","2024-03-04","176"
"1720","ELEMENTOS DE MAQUINAS","2024-03-04","20"
"1723","INT. A LA CIENCIA DE MATERIALES","2024-03-04","136"
"1724","METALURGIA DE TRANSFORMACION","2024-03-04","18"
"1727","MATERIALES COMPUESTOS","2024-03-04","2"
"1730","PROYECTO DE GRADO","2024-03-04","3"
"1731","PASANTIA (COMPUTACION)","2024-03-04","67"
"1758","RELACIONES PERSONALES EN ING. DE SOFT. Y GER. DE PROY.","2024-03-04","36"
"1764","COMPORTAMIENTO MECANICO DE MATERIALES 1","2024-03-04","143"
"1766","TALLER DE GEST.Y TEC.PROC.NEGOCIO (TBPM)","2024-03-04","14"
"1767","PRINC.Y FUND.DEL PROC.PERS.DE SOFTWARE","2024-03-04","40"
"1773","INGENIERIA DE SOFTWARE EMPIRICA","2024-03-04","5"
"1774","TALLER DE EVALUACION DE TECNOLOGIAS DE LA INF.","2024-03-04","63"
"1780","TALLER DE ROBOTICA EDUCATIVA","2024-03-04","15"
"1781","SISTEMAS DE INFORMACION PARA EL ANALISIS DE GRANDES VOLUMENES DE DATOS","2024-03-04","50"
"1788","FUNDAMENTOS DE ROBOTICA INDUSTRIAL","2024-03-04","5"
"1805","ELEMENTOS DE MECANICA DE LOS FLUIDOS","2024-03-04","237"
"1817","AGRIMENSURA LEGAL 3","2024-03-04","11"
"1818","MOTORES DE COMBUSTION INTERNA","2024-03-04","9"
"1824","TRANSFERENCIA DE CALOR 2","2024-03-04","91"
"1850","ENERGIA 1- COMBUSTION","2024-03-04","85"
"1851","SISTEMAS DE CONDUCCION EN ING.SANITARIA","2024-03-04","8"
"1854","CALIDAD DE AGUAS","2024-03-04","8"
"1856","MAQUINAS PARA FLUIDOS I","2024-03-04","80"
"1857","FUNDAMENTOS DE LA ROBOTICA AUTONOMA","2024-03-04","23"
"1871","FUNDAMENTOS DE OPTIMIZACION","2024-03-04","153"
"1876","TALLER DE MINERIA DE PROCESOS DE NEGOCIO (TPM)","2024-03-04","11"
"1881","ANALISIS ESPACIAL CON MODELOS DIGITALES DE ELEVACION","2024-03-04","19"
"1886","TOPOLOGIA Y ANALISIS REAL","2024-03-04","5"
"1888","TALLER DE INICIACION A LOS SISTEMAS CIBER-FISICOS","2024-03-04","24"
"1894","AVALUACIONES 1","2024-03-04","4"
"1895","CÁLCULO Y AJUSTE DE LAS OBSERVACIONES","2024-03-04","8"
"1897","MÉTODOS EFICI. DE SIMUL. PARA LA ESTIM. DE CONFIA. DE REDES","2024-03-04","1"
"1898","PROGRAMACIÓN MASIVAMENTE PARALELA EN PROCESADORES GRÁFICOS (GPUS)","2024-03-04","31"
"1910","AGRIMENSURA LEGAL 1","2024-03-04","13"
"1915","ADMINISTRACION DE OPERACIONES","2024-03-04","41"
"1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","2024-03-04","9"
"1920","GESTION DE MANTENIMIENTO","2024-03-04","54"
"1938","RECUPERACION DE INF. Y RECOMEND. EN LA WEB (WIR)","2024-03-04","53"
"1942","FUNDAMENTOS DE LA WEB SEMANTICA","2024-03-04","66"
"1944","ADMINISTRACION GENERAL PARA INGENIEROS","2024-03-04","290"
"1952","TALLER DE SISTEMAS CIBER-FISICOS","2024-03-04","6"
"1954","GESTION DE CALIDAD","2024-03-04","42"
"2001","TALLER","2024-03-04","22"
"2002","PASANTIA","2024-03-04","8"
"2004","PROYECTO","2024-03-04","36"
"2013","PROYECTO (ING.ELEC.)","2024-03-04","36"
"2018","MODULO DE TALLER 1","2024-03-04","4"
"2020","MODULO DE TALLER 2","2024-03-04","5"
"2021","MODULO DE TALLER 3","2024-03-04","1"
"2022","MODULO DE TALLER 4","2024-03-04","3"
"2023","AVALUACIONES 3","2024-03-04","11"
"2025","DISEÑO CATASTRAL","2024-03-04","5"
"2054","PROYECTO DE INGENIERIA MECANICA","2024-03-04","3"
"2060","PASANTIA","2024-03-04","2"
"2061","PROYECTO 1 (ING SIST COM.)","2024-03-04","6"
"2098","PASANTIA","2024-03-04","22"
"2099","PROYECTO","2024-03-04","3"
"2108","ELECTROTECNICA I","2024-03-04","198"
"2110","PROYECTO (AGRIM.)","2024-03-04","2"
"2112","PASANTIA (AGRIMENSURA)","2024-03-04","6"
"2207","INT. A LA MECANICA DE SUELOS","2024-03-04","57"
"2216","TUTORIAS ENTRE PARES 1","2024-03-04","28"
"2217","TUTORIAS ENTRE PARES 2","2024-03-04","28"
"2231","CAMINOS Y CALLES 1","2024-03-04","28"
"2240","COSTOS","2024-03-04","32"
"2244","ELEMENTOS DE GESTION LOGISTICA","2024-03-04","42"
"2247","GEOESTADISTICA APLICADA","2024-03-04","4"
"2253","INT. A LA EVALUACION Y GESTION AMBIENTAL","2024-03-04","6"
"2309","EJERCICIOS DE INGENIERIA SANITARIA","2024-03-04","10"
"2366","ELASTICIDAD","2024-03-04","69"
"2371","TECNOLOGIA DEL HORMIGON","2024-03-04","28"
"2379","LABORATORIO DE RESISTENCIA DE MATERIALES","2024-03-04","12"
"2381","MECANICA ESTRUCTURAL","2024-03-04","19"
"2382","HORMIGON ESTRUCTURAL 1","2024-03-04","58"
"2389","PATOLOGIA DE LAS ESTRUCTURAS","2024-03-04","10"
"2391","PLANEAMIENTO ESTRATEGICO Y ESTRATEGIA COMPETITIVA","2024-03-04","11"
"2393","ESTRUCTURAS DE ACERO","2024-03-04","32"
"2394","ENERGIA 2:GEN ENERG PLANTAS VAPOR Y GAS","2024-03-04","11"
"2397","HIDRAULICA FLUVIAL Y MARITIMA","2024-03-04","11"
"2398","TECNICAS DE DESCOMPOSICION EN PROGRAMACION MATEMATICA","2024-03-04","12"
"2399","DISEÑO HIDROLOGICO","2024-03-04","9"
"2403","PROYECTO TRANSPORTE 2","2024-03-04","5"
"2404","PROYECTO, PLANIF. Y CONST. DE OBRAS 1","2024-03-04","13"
"2410","PROYECTO DE INV.E INNOV.EN ING. ESTRUCT.","2024-03-04","3"
"2411","PROYECTO ESTRUCTURAL ANUAL","2024-03-04","27"
"2412","ORDENAMIENTO TERRITORIAL 2","2024-03-04","17"
"2414","SISTEMAS DE REFERENCIA EN GEODESIA","2024-03-04","14"
"2415","CODIGOS PARA CORRECCION DE ERRORES","2024-03-04","19"
"2419","HORMIGON ESTRUCTURAL 3","2024-03-04","33"
"2450","PASANTIA (CIVIL)","2024-03-04","18"
"2504","TRANSPORTE POR CARRETERA","2024-03-04","20"
"2505","TRANSPORTE FERROVIARIO","2024-03-04","1"
"2600","ESTRUCTURAS DE BUQUES","2024-03-04","3"
"2605","MANTENIMIENTO DE BUQUES","2024-03-04","1"
"2706","INSTRUMENTACION INDUSTRIAL","2024-03-04","68"
"2707","INT. AL CONTROL INDUSTRIAL","2024-03-04","30"
"2804","TALLER DE INGENIERIA CIVIL","2024-03-04","4"
"2804P","TALLER DE INGENIERIA CIVIL","2024-03-04","1"
"3207","HERRAMIENTAS P/EL DISEÑO Y ANALISIS DE REDES DE TRANSP.URB DE PASAJEROS","2024-03-04","29"
"3334","FUNDAMENTOS DE INGENIERIA DE SOFTWARE","2024-03-04","40"
"5504","PROYECTO DE INSTALACIONES ELECTRICAS","2024-03-04","8"
"5508","REDES ELECTRICAS","2024-03-04","16"
"5514","SUBESTACIONES EN MEDIA TENSION","2024-03-04","12"
"5518","INT. A LOS SIST. DE PROT. DE SIST. ELECT. DE POT.","2024-03-04","5"
"5603","TALLER DE MAQUINAS ELECTRICAS","2024-03-04","7"
"5609","ELECTRONICA DE POTENCIA","2024-03-04","31"
"5705","SEMINARIO DE INGENIERIA BIOMEDICA","2024-03-04","7"
"5715","ELECTRONICA FUNDAMENTAL","2024-03-04","81"
"5717","ELECTRONICA AVANZADA 2","2024-03-04","30"
"5720","TALLER DE APRENDIZAJE AUTOMATICO","2024-03-04","22"
"5817","ANTENAS Y PROPAGACION","2024-03-04","19"
"5828","TRATAMIENTO DE IMAGENES POR COMPUTADORA","2024-03-04","25"
"5850","ELECTROTECNICA","2024-03-04","81"
"5855","REDES DE DATOS 2","2024-03-04","22"
"5859","DISEÑO DE REDES INALÁMBRICAS DE CLASE EMPRESARIAL","2024-03-04","1"
"5864","DIGITALIZACION Y CODIFICACION MULTIMEDIA","2024-03-04","2"
"5866","TECNOLOGIAS DE REDES Y SERVICIOS DE TELECOMUNICACIONES","2024-03-04","6"
"5904","TALLER DE INTRODUCCION A LA ING. ELECTRICA","2024-03-04","185"
"5906","SISTEMAS DE CONTROL EN TIEMPO DISCRETO","2024-03-04","1"
"5916","FUNDAMENTOS DE SEGURIDAD INFORMATICA","2024-03-04","51"
"LIB38","FISIOLOGÍA CUANTITATIVA","2024-03-04","4"
"LIB49","TALLER DE INGENIERÍA BIOLÓGICA I","2024-03-04","19"
"MI2","MATEMATICA INICIAL","2024-03-04","908"
"PA232","ENERGIA EOLICA","2024-03-04","17"
"PA439","TECNICAS DE APRENDIZAJE AUTOMATICO","2024-03-04","2"
"PA563","INTRODUCCION A LA CIENCIA DE DATOS","2024-03-04","32"
"PA575","SISTEMAS DE INFORMACION PARA EL ANALISIS DE GRANDES VOLUMENES DE DATOS","2024-03-04","14"
"PC129","TALLER DE SISTEMAS CIBER-FISICOS","2024-03-04","2"
"PC152","TALLER DE MINERIA DE PROCESOS DE NEGOCIO","2024-03-04","4"
"PC213","PROGRAMACION MASIVAMENTE PARALELA EN PROCESADORES GRAFICOS (GPUS)","2024-03-04","4"
"PE032","INTRODUCCIÓN A LA TEORÍA DE LA INFORMACIÓN","2024-03-04","1"
"PE447","RECUPERACION DE INFORMACION Y RECOMENDACIONES EN LA WEB (WEBIR)","2024-03-04","3"
"PE452","DIGITALIZACION Y CODIFICACION MULTIMEDIA","2024-03-04","1"
"Q104","TRATAMIENTO DE EFLUENTES Y RESIDUOS SOLIDOS","2024-03-04","12"
"Q16","INT. A LA PREVENCION DE RIESGOS LABORALES","2024-03-04","45"
"Q197","DISEÑO DE PROCESOS QUIMICOS","2024-03-04","20"
"Q21","TERMODINAMICA APL. A LA ING.DE PROCESOS","2024-03-04","85"
"Q22","FENOMENOS DE TRANSPORTE EN ING. DE PROCESOS","2024-03-04","143"
"Q503","LABORATORIO","2024-03-04","2"
"Q624","GESTION DE LOS PROCES.  EN LA INDUSTRIA","2024-03-04","36"
"Q68","TRANSFERENCIA DE CALOR Y MASA 2","2024-03-04","72"
"Q69","INGENIERIA DE LAS REACCIONES QUIMICAS 1","2024-03-04","77"
"Q71","TECNOLOGIA Y SERV. INDUSTRIALES 1","2024-03-04","52"
"Q80","PROYECTO INDUSTRIAL 1","2024-03-04","51"
"Q81","INGENIERIA BIOQUIMICA","2024-03-04","54"
"Q82","PASANTIA-TRABAJO EXPERIM. MOD.1 BASICO","2024-03-04","21"
"Q88","ENERGIA APLICADA A LA INDUSTRIA","2024-03-04","6"
"TCI11","INT. A LA GEODESIA Y SIST. DE POS. GLOBAL","2024-03-04","4"
"TCI22","LEGISLACION TERRITORIAL","2024-03-04","2"
"TCI24","CAPTURA DE DATOS POR PERCEPCION REMOTA","2024-03-04","17"
"TCI26","PROYECTO","2024-03-04","1"
"TCI29","TALLER DE CARTAS GEOGRAFICAS","2024-03-04","2"
"TI01","PRINCIPIOS DE PROGRAMACION","2024-03-04","5"
"TI02","MATEMATICA DISCRETA Y LOGICA 1","2024-03-04","5"
"TI03","MATEMATICA","2024-03-04","8"
"TI04","INGLES TECNICO 1 (ACT.COMPL.1)","2024-03-04","4"
"TI05","ARQUITECTURA DE COMPUTADORAS","2024-03-04","4"
"TI11","REDES DE COMPUTADORAS","2024-03-04","4"
"TI12","PROGRAMACION AVANZADA","2024-03-04","3"
"TI13","BASES DE DATOS II","2024-03-04","2"
"TI14","CONTABILIDAD (ACT.COMPL.4)","2024-03-04","2"
"TI15","COMUNICACION ORAL Y ESCRITA (ACT.COMPL3)","2024-03-04","5"
"TI21","PASANTIA LABORAL","2024-03-04","3"
"TI22","DESARR.DE APLIC.BASAD.EN TECNOL.GENEXUS","2024-03-04","3"
"TI23","DESARROLLO DE SITIOS WEB CON PHP","2024-03-04","5"
"TI25","TALLER DE APLICACIONES DE INTERNET RICAS","2024-03-04","8"
"TI26","TALLER DE SISTEMAS DE INFORMACION.NET","2024-03-04","9"
"TI27","PROYECTO","2024-03-04","11"
"TI29","TALLER DE SIST.DE INF.GEOGRAFICA","2024-03-04","9"
"TI43","INT. AL TESTING FUNCIONAL","2024-03-04","6"
"TIM10","TALLER 1: AJUSTE Y MONTAJE","2024-03-04","30"
"TIM11","TALLER 2: METROLOGÍA","2024-03-04","26"
