Día/Turno,Turno 1,Turno 2,Turno 3
Día 1,ELECTROTECNICA & REDES DE DATOS 2 & DISEÑO DE PROCESOS QUIMICOS & DINAMICA Y CONTROL DE PROCESOS,CALCULO DIF. E INTEGRAL EN UNA VARIABLE & ELEMENTOS DE MAQUINAS & CALIDAD DE AGUAS & HORMIGON ESTRUCTURAL 1,
Día 2,,,
Día 3,FISICA 3 & TECNOLOGIAS DE REDES Y SERVICIOS DE TELECOMUNICACIONES & TECNOLOGIA Y SERV. INDUSTRIALES 1,ADMINISTRACION GENERAL PARA INGENIEROS,"ADMINISTRACION DE OPERACIONES & IMAGENES MEDICAS: ADQUISICION, INSTRUMENTACION Y GESTION"
Día 4,INT. A LA CIENCIA DE MATERIALES & ELECTRONICA AVANZADA 2,PROGRAMACION 2 & MAQUINAS PARA FLUIDOS I,LOGICA
Día 5,,,
Día 6,CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES,ELECTROTECNICA I & INSTRUMENTACION INDUSTRIAL,TRANSFERENCIA DE CALOR 2
Día 7,SISTEMAS OPERATIVOS & GESTION DE CALIDAD & INT. A LA MECANICA DE SUELOS,PROGRAMACION 1 & INT. A LA INGENIERIA DE SOFTWARE & COMPORTAMIENTO MECANICO DE MATERIALES 1,MECANICA NEWTONIANA & MATERIALES Y ENSAYOS
Día 8,PROBABILIDAD Y ESTADISTICA & ELEMENTOS DE MECANICA DE LOS FLUIDOS,GEOMETRIA Y ALGEBRA LINEAL 1 & SEÑALES Y SISTEMAS,
Día 9,,,
Día 10,CALCULO VECTORIAL & TRATAMIENTO BIOLOGICO DE EFLUENTES Y RESID.SOLIDOS,ESTRUCTURAS DE ACERO & ENERGIA 2:GEN ENERG PLANTAS VAPOR Y GAS,REDES ELECTRICAS & INGENIERIA DE LAS REACCIONES QUIMICAS 1
Día 11,ELECTRONICA DE POTENCIA & TERMODINAMICA APL. A LA ING.DE PROCESOS,INGENIERIA BIOQUIMICA,ENERGIA 1- COMBUSTION
Día 12,FISICA 1 & MEDIDAS ELECTRICAS & INT. AL CONTROL INDUSTRIAL,INT. A LA INVESTIGACION DE OPERACIONES & ELASTICIDAD,GEOMETRIA Y ALGEBRA LINEAL 2 & METALURGIA DE TRANSFORMACION & TECNOLOGIA DEL HORMIGON
Día 13,MECANICA ESTRUCTURAL & PATOLOGIA DE LAS ESTRUCTURAS & SUBESTACIONES EN MEDIA TENSION & FENOMENOS DE TRANSPORTE EN ING. DE PROCESOS,FUNCIONES DE VARIABLE COMPLEJA & FISICA 2 & PRINCIPIOS DE QUIMICA GENERAL & TRANSFERENCIA DE CALOR Y MASA 1,MATEMATICA DISCRETA 1 & MATEMATICA DISCRETA 2 & TEORIA DE LENGUAJES & ANTENAS Y PROPAGACION
