Día/Turno,Turno 1,Turno 2,Turno 3
Día 1,"GEOMETRIA Y ALGEBRA LINEAL 2, INT. A LA INVESTIGACION DE OPERACIONES, PRINCIPIOS DE QUIMICA GENERAL, ELEMENTOS DE MAQUINAS, SUBESTACIONES EN MEDIA TENSION, TECNOLOGIAS DE REDES Y SERVICIOS DE TELECOMUNICACIONES, TERMODINAMICA APL. A LA ING.DE PROCESOS","MATEMATICA DISCRETA 1, TEORIA DE LENGUAJES, CALIDAD DE AGUAS, MAQUINAS PARA FLUIDOS I, ADMINISTRACION DE OPERACIONES, MECANICA ESTRUCTURAL, HORMIGON ESTRUCTURAL 1, PATOLOGIA DE LAS ESTRUCTURAS, ESTRUCTURAS DE ACERO, ENERGIA 2:GEN ENERG PLANTAS VAPOR Y GAS, REDES ELECTRICAS, ELECTRONICA DE POTENCIA, IMAGENES MEDICAS: ADQUISICION, INSTRUMENTACION Y GESTION, ELECTRONICA AVANZADA 2, DISEÑO DE PROCESOS QUIMICOS, TRATAMIENTO BIOLOGICO DE EFLUENTES Y RESID.SOLIDOS, INGENIERIA DE LAS REACCIONES QUIMICAS 1, TRANSFERENCIA DE CALOR Y MASA 1, INGENIERIA BIOQUIMICA",
Día 2,,,
Día 3,"PROBABILIDAD Y ESTADISTICA, MATERIALES Y ENSAYOS, INT. A LA INGENIERIA DE SOFTWARE, ADMINISTRACION GENERAL PARA INGENIEROS","MATEMATICA DISCRETA 2, PROGRAMACION 2, ELECTROTECNICA I","FUNCIONES DE VARIABLE COMPLEJA, FISICA 2, GESTION DE CALIDAD, REDES DE DATOS 2"
Día 4,FISICA 1,"SEÑALES Y SISTEMAS, METALURGIA DE TRANSFORMACION, ANTENAS Y PROPAGACION, ELECTROTECNICA","PROGRAMACION 1, INT. A LA CIENCIA DE MATERIALES, INT. A LA MECANICA DE SUELOS, ELASTICIDAD, INSTRUMENTACION INDUSTRIAL, INT. AL CONTROL INDUSTRIAL, TECNOLOGIA Y SERV. INDUSTRIALES 1, DINAMICA Y CONTROL DE PROCESOS"
Día 5,,"CALCULO VECTORIAL, ENERGIA 1- COMBUSTION",ELEMENTOS DE MECANICA DE LOS FLUIDOS
Día 6,,,"MECANICA NEWTONIANA, TRANSFERENCIA DE CALOR 2"
Día 7,,LOGICA,
Día 8,,,GEOMETRIA Y ALGEBRA LINEAL 1
Día 9,CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES,"SISTEMAS OPERATIVOS, TECNOLOGIA DEL HORMIGON","MEDIDAS ELECTRICAS, COMPORTAMIENTO MECANICO DE MATERIALES 1"
Día 10,,,
Día 11,,,
Día 12,,,
Día 13,FISICA 3,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE, FENOMENOS DE TRANSPORTE EN ING. DE PROCESOS",
