uc_1,uc_2,coincidencia
1347,1898,1.0
1347,1938,1.0
1347,1942,1.0
1352,1027,3.0
1352,1316,1.0
1352,1324,3.0
1352,1325,1.0
1352,1340,2.0
1352,1354,1.0
1352,1447,2.0
1352,1450,6.0
1352,1537,3.0
1352,1545,2.0
1352,1610,4.0
1352,1631,1.0
1352,1716,2.0
1352,1730,2.0
1352,1731,1.0
1352,1766,1.0
1352,1835,1.0
1352,1871,2.0
1352,1942,1.0
1352,5916,2.0
1353,1025,2.6666666666666665
1353,1026,2.0
1353,1027,3.75
1353,1031,1.5
1353,1057,1.0
1353,1151,3.0
1353,1152,1.0
1353,1213,1.0
1353,1316,2.6666666666666665
1353,1324,3.2
1353,1325,6.666666666666667
1353,1340,3.0
1353,1354,3.0
1353,1450,1.0
1353,1537,5.0
1353,1556,1.0
1353,1610,2.6666666666666665
1353,1631,1.0
1353,1632,3.0
1353,1636,2.0
1353,1650,5.5
1353,1716,4.4
1353,1730,3.3333333333333335
1353,1731,3.5
1353,1749,3.5
1353,1758,3.2
1353,1766,1.5
1353,1767,2.0
1353,1774,1.3333333333333333
1353,1775,2.0
1353,1776,3.0
1353,1778,1.0
1353,1780,3.0
1353,1781,1.0
1353,1828,3.0
